big_cosine_mod_z,,,,,,,,,,,,,,,,,,,,,,,,
Business Name,NAICS,State,Small Biz,SDB,8(a),Minority-Owned,ANC,NHO,Indian Tribe,HUBZone,VOSB,SDVOSB,WOSB,EDWOSB,MSI,HBCU,Large Biz,DOE Exp,Gov Exp,NNSA Exp,Link,Text,UEIC,Date
Rebellion,511210 518210 541511 541715,Maryland,Yes,none,none,none,none,none,none,none,None,None,none,none,none,none,none,None,Yes,none,,none,,
Miracorp,541611,Virginia,Yes,none,none,Yes,none,none,none,none,Yes,Yes,Yes,none,none,none,none,Yes,Yes,Yes,,"with over 14 years of experience serving the doe, miracorp has 
purposefully aligned our core values and mission to provide the 
highest quality service to doe customers.  this philosophy, 
alongside a reliable  and agile management team, the ability to 
quickly staff quality 
personnel, and competitive 
pricing, 
contributes to miracorp’s exceptional customer retention rates. 
pass bpa 
miracorp bpa poc 
heather broughton, business development  
571-589-8970 | hbroughton@miracorp.us 
benefits of the pass bpa 
department-wide strategic sourcing: 
• streamlined ordering capabilities 
• wide range of gsa-approved rates 
• improves small business score card  
• flexibility in contract types 
• category management qualified  
contract number:  
89303020ama000017  
naics:  
 
 
541611 
miracorp sb designations 
• service-disabled veteran-owned  
• woman-owned small business 
• minority-owned small business 
• veteran-owned small business 
supporting small business goals: 
pass cta members 
bpa task areas 
1. 
program management 
2. 
budget & financial analysts 
3. 
cost analysts 
4. 
procurement support 
5. 
administrative specialists 
general labor categories i, ii, iii: 
department of energy, blanket purchase agreement  
professional & administrative support services (pass)  
miracorp added value 
management 
• responsive & agile  
• nationwide workforce 
• active corporate leadership 
recruiting 
• robust resume database 
• surge support 
• cleared candidates 
retention 
• 98% transition retention 
• training programs 
• 300+ positions transitioned 
quality  
• iso 9001-20015 certified 
• 92 open ratings score 
• exceptional cpars 
doe customers  
¨ national energy technology laboratory 
¨ office of electricity 
¨ office of economic impact & diversity 
¨ office of fossil energy & carbon mgmt 
¨ national nuclear security administration 
¨ western area power administration 
miracorp, inc. 
www.miracorp.us  
cgs 
www.clrgsol.com 
icms solutions 
www.icmssolutions.com 
supporting doe offices at over 15 locations nationwide:",,
NMR Consulting,none,VIrginia,Yes,none,none,none,none,none,none,none,Yes,Yes,none,none,none,none,none,none,none,none,,"centralized advanced equipment procurement (aep) solution 
 
nmr proprietary/confidential 
what:  
• 
task nmr with advanced equipment procurement (aep) for major electrical / mechanical equipment and 
data center fit-out materials in support of construction projects. 
why: 
• 
small business credit for every procurement 
o 
nmr is a verified sdvosb capable of carrying the note on equipment procurements 
• 
minimizes cost  
o 
direct relationships eliminate fee-on-fee; minimize change orders; obtain direct-to-manufacturer 
pricing 
o 
vetted protocols ensure compliant equipment minimizing change orders 
§ 
nmr had <0.25% change orders on >$70m of equipment procurements for an ic agency 
o 
minimizes / eliminates equipment-related contingency adders typically included by general and 
specialty contractors 
• 
expedites projects and minimizes delays  
• 
manufacturing slot can be obtained prior to release of solicitation for construction installation  
(see attachment a – project analysis) 
• 
vetted protocols minimize equipment-related delays 
o 
nmr had a 99.98% on time delivery rate on >$70m of equipment procurements for an ic 
agency 
• 
dedicated resources align manufacturing times to project requirements  
• 
nmr collaborates with client and installation contractor to manage schedules and mitigate issues in 
real time 
• 
minimizes risk 
o 
dedicated resources focused on equipment from requirements through post-warranty 
o 
nmr provides >70% more services than distributors (see attachment b – aep wbs) 
o 
standardized, compliant equipment procured, regardless of installation contractor  
• 
increases control 
o 
less professional / technical layers between client and manufacturer 
o 
single point of contact for all equipment needs 
o 
vetted processes implemented, leveraging longstanding relationships  
§ 
nmr has standing agreements and relationships with > 100 manufacturers 
background: 
• 
> 12 years past performance supporting ic on ~ $600m in procurement solutions 
o 
99.98% on time deliveries; < 0.25% change order rate 
o 
zero safety incidents and zero quality notices 
o 
nmr designed and implemented the aep program for a $875m program 
• 
nmr has established relationships and agreements with numerous manufacturers 
o 
nmr’s low risk ratings with manufacturers ensures best pricing 
o 
nmr’s longstanding relationships with manufacturers (> 12 years) ensures innovative 
manufacturer solutions and responsiveness 
• 
nmr has excellent cpars 
• 
nmr is iso 20000-1:2011, iso/iec 27001:2013, and iso 9001:2015 certified, as well as nist sp 800-171 
compliant 
• 
nmr is a verified service-disabled veteran-owned small business (sdvosb) 
 
centralized advanced equipment procurement (aep) solution 
 
nmr proprietary/confidential 
attachment a – project analysis 
 
 
 
centralized advanced equipment procurement (aep) solution 
 
nmr proprietary/confidential 
attachment b – advanced equipment procurement (aep) work breakdown structure (wbs) – nmr versus 
distributor 
 ",,
Sentrillion,237130 238210 517919 238990 519190 334220 541330 334290 541511 334310 541512 334511 541513 444190 541519 517311 541690 517312 561210 517911 561621,Virginia,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,Yes,none,,"sentrillion corporation (sentrillion) is a certified small business that provides integrated technology solutions
for national security, critical infrastructure and vital network communications. for nearly a quarter of a century,
we have helped safeguard america’s critical infrastructure. whether it’s protecting our nation’s borders,
seaports and airports; securing vital facilities, assets and systems; or providing essential telecommunication
services — we’ve got it covered.
communications: cellular,
microwave, fiber optics and
structured cabling
instrumentation: design,
installation and maintenance
distributed antenna systems
(das)
company overview
we' ve got it covered.
sentrillion corporation
1881 campus commons dr. #101
reston, va 20191
phone: 703.390.5560 
www.sentrillion.com
piper campbell 
business development manager
o: 703.390.5560
c: 586.255.6172
piper.campbell@sentrillion.com
we provide full lifecycle support for our total security solutions, which
can include:
we support our customers with ils services in the areas of planning
and management, supportability, and sustainment, including:
brannon donlon
president
o: 703.390.5560 
c: 571.357.0764
brannon.donlon@sentrillion.com
access control systems
barriers, gates, fences,
bollards and lighting
biometrics
license plate readers
intrusion detection systems
networks and communications
platforms
visitor management
video and audio surveillance
computer resources
design
engineering
facilities and infrastructure
maintenance planning and
management
manpower and personnel
packaging, handling, storage
and transportation
product support management
supply support
support equipment
technical data
training
power: installation and upgrades
of commercial, renewable and
emergency power sources
small cells
tower: design, build,
decommissioning, replacement
and enhancement
our telecommunications services improve secure wireless access.
services include:
duns #: 625194865
cage code: 08ck9
fein: 54-1708003
physical security solutions
capabilities
telecommunications services
integrated logistics support
photo courtesy of u.s. customs and border protection
we support u.s.
customs and
border protection
at 340 facilities
along 8,000 miles of
borders with more than
14,000 sensors.
20+ years' experience developing, deploying and
maintaining security systems.
staff members with decades of experience conducting
preventative maintenance, troubleshooting issues, and
repairing and replacing security systems in federal
buildings and on federal grounds. 
deployment team that is available to install, refresh and
modernize security systems technology – including the
installation, testing and certification of fiber optic cable
or cat 6 cable. 
robust maintenance staff that are regularly trained and
are geographically dispersed across the country to
provide rapid customer response and support a 24/7
help desk. 
our experience
our team
trusted by the federal government to perform
independent verification and validation of cctv work
performed by other contractors, including review of
design, product selection and installation.
more than 1,200 wireless sites built by our
construction managers and crews over the past 20
years.
solutions that support critical systems at 340
locations throughout the u.s. with an operational
availability rate greater than 95%. 
government cleared professionals with varying levels
of clearance, from public trust to ts-sci. 
iso 9001: 2015 certified 
w e 'v e  g o t  i t  c o v e r e d .
customer-centric designs based on project
requirements, budgets and constraints.
flexible enterprise solutions that can support thousands
of devices and users.
no proprietary software – we use the best, most
economical solutions to meet customer need.
security systems developed and integrated at our
national maintenance facility (nmf), an official
government site of record that is connected to the u.s.
department of homeland security network.
systems that are bench tested in our nmf and scanned
for cyber vulnerabilities based on the latest public
cyber threat assessments and other customer
requirements. 
our solutions
our processes
facebook.com/sentrillion
twitter.com/sentrillion
linkedin.com/company/sentrillion
industry achievements
why sentrillion?
strategic partners
sentrillion corporation  | 1881 campus commons dr. #101 | reston, va 20191 | phone: 703.390.5560 | www.sentrillion.com",,
OnPoint,541511 541330 541513 541512 519190 518210,none,Yes,none,Yes,none,none,none,none,none,Yes,Yes,none,none,none,none,none,Yes,Yes,Yes,,"company overview 
our top naics codes 
the national security arm of global consulting firm publicis sapient.  
 
leveraging technology 
to advance your mission 
contract vehicles 
onpoint consulting, inc. (onpoint) is a 
collaborative and experienced technology-driven 
firm. we help design and deliver:  
• 
cybersecurity and zero trust solutions 
• 
enterprise systems implementation and 
maintenance  
• 
infrastructure and program management 
• 
digital transformation and cloud migration 
• 
strategic communications solutions 
onpoint is a wholly owned subsidiary of  
sapient government services and is a part of 
publicis groupe – the 3rd largest communications 
group in the world. 
gsa 8(a) stars iii 
gsa oasis sb pool 1 
nitaac cio-sp3 unrestricted 
gsa mas (sin 54151s) 
 
 
 
 
541511- custom 
computer programming 
541330 - engineering 
services 
541513- computer 
facilities management 
541512- computer systems 
design services 
519190- other 
information services 
518210- data processing 
and hosting 
www.onpointcorp.com 
 
iso 9001:2015 · iso 20000-1:2011 · iso 27001:2013  
cmmi level 3 services (svc) · cmmi level 3 development (dev) 
project management professional (pmp®) and itil-certified project managers 
 
 
certifications 
  
 
 
sba approved mentor-protégé joint ventures 
infopoint 
small business 
agile devsecops, cloud services,  
digital transformation, cybersecurity 
customers include:  
dsca, dla, dau, dfas, dod 
gsa oasis sb pool 1 prime contract 
#47qrad20d1181 
gsa mas prime contract 
#47qtca18d00j9 
experience 
afncr it services 
cybersecurity, operations & 
maintenance for headquarters air 
force (haf) unique systems, asset 
management, and video 
teleconferencing (vtc) solution 
engineering for air force personnel 
within a 300-mile radius of 
washington, dc. 
included work performed at sites m 
& r, the pentagon, joint base 
andrews (jba), and joint base 
anacostia bolling (jbab).  
received the highest financial 
incentive/disincentive every  
quarter during the contract. 
 
 
$65m+ alliant sb contract 
nnsa information assurance 
response center 
24x7x365 security monitoring for 
classified and unclassified nnsa 
enterprise secure networks (esn). 
cyber security incident response 
and classified incident 
management. conducted 
forensics, analysis and tracking for 
risk mitigation across the nnsa 
complex. 
onpoint supported 80+  
nnsa & doe sites. 
reduced nnsa’s expenses by 
$1.5m per year. 
 
 
$105m+ contract 
doe office of science 
mission specific it services 
program support and department-
wide monitoring of it systems and 
procedures. partnered with doe sc 
to analyze, recommend, and assist 
with the implementation of strategies 
to strengthen sc business and 
execute on the secretary’s 
management reform initiatives on it 
digital transformation. assured the 
effective development and operation 
of all sc information systems. 
increased efficiency in it management 
by reducing manual processes and re-
utilizing human capital. 
$45m+ contract 
company profile 
contact: greg deloache 
email: greg.deloache@onpointcorp.com 
phone: +1 (240) 435.5077 
 
duns: 802314120 
cage: 1cfw7 
 
 
 
nuvipoint 
8(a) small business 
low code-no code, enterprise 
security, infrastructure services,  
cloud migration, cybersecurity 
customers include:  
fcc, fdic, and gsa 
gsa 8(a) stars iii prime contract 
#47qtcb22d0240 
gsa mas prime contract 
#47qtca21d007z 
excelonpoint 
service-disabled veteran owned  
small business (sdvosb) 
network operations center, 
acquisition lifecycle planning, 
program management, information 
assurance 
customers include:  
doc, doi, and air force ",,
BDA Global,541611 541612 541613 541614 541618 541620 541690 922190,Maryland,Yes,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,Yes,none,,"bda global
business process improvement capability statement
business development associates llc (bda global) is a 
management consulting firm that specializes in the provision 
of business resilience and operational improvement services. 
we have been in business since 2002, with over 150 
clients served, the vast majority as the prime contractor. our 
clients include a broad range of governmental, private 
sector, and non-profit organizations.
bda global’s operational resilience services are targeted to 
aiding government agencies efforts to business operations 
and we provide process mapping, review, and 
reengineering services. this includes lean six sigma 
studies, as-is process mapping, benchmarking and process 
improvement studies, business process redesign, customer 
service improvement, and the development of standard 
operating procedures.
bda global’s leadership team includes highly experienced 
executives and managers with significant public service and 
public sector consulting experience.
introduction
bda global supports a number of naics codes, including, 
but not limited to:
541611, 541612, 541613, 541614, 541618, 
541620, 541690, 922190
naics codes supported
bda global has capabilities and expertise in areas 
including, but not limited to:
process improvement
capabilities & expertise
business process mapping
organizational audits & assessments
benchmarking studies
business case analysis
process improvement
performance measurement
design of key performance indicators
development of sops
recent process improvement customers
dc department of insurance securities & banking
dc department of energy & environment
pension benefit guaranty corporation
metropolitan police department
national archives
national park service
nih national institute of allergies & infectious diseases
u.s. department of commerce
u.s. hud asset sales office
bda global is headquartered in washington dc 
and provides services nationwide and abroad.
bda global's government clients can use the gsa schedule 
to effectively and efficiently procure a variety of services.
contracting vehicles
bda global has the gsa federal supply 
schedule (fss) / multiple award schedule 
(mas): pss schedule # gs 10f 0122u.
bda global is an sba 8(a) certified 
business and qualified to receive direct 
and competitive awards through the 
8(a) business development program.
www.bdaglobal.com
(202) 742-8972
info@bdaglobal.com
hq
1050 connecticut avenue, nw suite 500
washington, dc 20036
duns
147856269
cage
3xyr3
founded
2002
type
limited liability corporation",,
PCI Support Services,238910 531120 236220 ,Alabama,Yes,none,Yes,Yes,none,none,Yes,Yes,none,none,none,none,none,none,none,none,Yes,none,,"capability briefing
corporate profile
•
limited liability company(llc)2016, state of alabama
•
headquartered in atmore, al (tribal reservation land)
•
us sba 8(a)certified; term: oct.2018-2028
•
us sba hubzone certified #61275
•
100% indian tribe owned “super 8(a)” (poarch band of creek indians)
•
sba certified mbe, sbe, dbe, (buy indian act (25usc))
•
licensed general, hvac and electrical contractor
•
modular building and container support contractor
the pcifs 
subsidiaries
key business areas
•
facility support services
•
construction/ design-build & renovations
•
modular facilities support services (design, fabrication, 
installation & leasing or sale)
•
maintenance & preventative maintenance
•
logistics & warehousing
•
procurement & design services
•
project & construction management
ceo/president
bhunt@pci-ss.com
251.359.0032
billy hunt
kam johnson
director of modular programs
(federal agency & dod programs)
jmorris@pci-ss.com
251.359.1159
jeffrey morris
director of construction
(federal agency & commercial programs)
kjohnson@pci-ss.com
251.359.4808
federal and dod experience
fort gordon army installation micc
• demolition and removal of (2) story barracks, 
administrative, and dining facilities. 
• provide all site work including utilities and 
restoration for future build. 
• contract value: $984k (naics: 238910)
tyndall afb 325 fighter wing
• design/engineer, fabricate and install 
temporary modular facilities for the tyndall 
fire department (7 modular bldgs and 
ancillary storage)
• provide site work to include stormwater
permitting and installation
• contract value: $8.4million (naics: 531120)
• *awarded to structured facilities jv llc(pciss 
majority owner).
naval facilities engineering command 
(navfac) midatlantic (norfolk naval 
shipyard, portsmouth, va)
• provided modular temporary production 
facilities for uss truman (cvn 75); uss bush 
(cvn 77); uss eisenhower (cvn 69); and uss 
san francisco (ssn 711)
• factory drawings to specifications, delivery, 
installation, leasing and maintenance
• value: $22 million idiq (naics: 531120)
gsar4 –atlanta, ga doj us federal 
courthouse
• design-build & renovation construction of 
federal courthouse building
• 35%; 65%; and 95% design deliverables
• multi-floor renovations and swing space 
coordination
• value: $1.4 million (naics: 236220)
gsar4 –macon, ga doj us federal 
courthouse
• design-build; roof & renovation construction
• 35%, 65%, and 95% design deliverables
• complicated project in occupied federal 
building
• value: $200k(naics: 236220)
us fish and wildlife service (usfws) -
wheeler national wildlife refuge (nwr) 
decatur, al
• design-build and construction (8 tasks areas)
• 35%, 65%, 95% (in-progress) deliverables
• specialized renovations to include visitor 
center (and exhibit space), outdoor classroom, 
boardwalks and trail rehabilitations
• value: $4.1 million (naics: 236220)
us fish and wildlife service (usfws) -
sandhill crane national wildlife refuge 
(nwr) gutier, ms
• construction/ major renovations of the refuge’s 
fire center office
• it upgrades, hvac, bathroom, interior/exterior 
renovations, and perimeter fencing.
• value: $500k(naics: 236220)
hhs– head start program— southern 
alabama
• project & construction management.
• specialized design build, hvac, electrical, 
fire/alarm upgrades & renovations.
• labor categories included project manager,
• procurement.
• value: $750k (236220 naics)
construction, dredging, valuation, & 
historical preservation work
magnolia branch wildlife reserve atmore, al
• 600 acre reserve converted from several pit 
mines.
• property was of significant historical value, and 
multiple  improvements conducted to build the 
value and usage of  property, while conducting 
preservation of sensitive sites
• labor categories include project management, 
general  contracting, electrical contracting, 
hvac, low voltage  valuation and historical 
preservation, dredging work.
• value: $4,000,000.00
construction work
magnolia branch wildlife refuge; atmore, al
• 5,000 sqft design build administration building
• project management, general contracting, 
electrical contracting, hvac, concrete masonry, 
low voltage work, specialized woodwork.
• value:$500,000.00
•
no protest allowed per 13 cfr 124.517(a) 
•
no j&a required for $100m dod per sec. 
•
811 national defense act and 15 usc 
•
637(a) no j&a required for $22m for non-dod work far 19.805-1(b)(2)
•
greater than $22m allowed per far 6.303-1
•
eligibility requests per far 19.805(b);
•
sba dod pa iii.b.10/15 and iv.b.15
tribally-owned super 8(a)
•
reduced risk and ambiguities
•
best value pricing
��
full understanding of costs and staffing
direct negotiations
•
reduced acquisition cycle—days not months
•
no protests
•
supports mission readiness
streamlined procurement
•
lowered administrative costs
•
high-level sow and loe
savings
•
sba credit for small business promotion
small business goals
•
contractor qualifications are known
qualified contractor
•
substantial financial resources
•
proven performance record
poarch creek indians
contact us
3480 hwy 21 n. 
atmore, al 36502 
www.pci-ss.com",,
PacificForce Consulting Group,541611 518210 561110 541990 541499 541512 541618 611430,Nevada,Yes,none,none,none,none,none,none,none,Yes,Yes,none,none,none,none,none,none,Yes,none,,"at pacific force, our consultants have served as industry  
leaders within both the private and public sector. with combined 
experience of 65 years, the depth of our background has delivered 
bold, forward-thinking solutions in healthcare, government  
affairs, and organizational leadership.
quality management systems
•  quality maturity assessment and internal
audit program development
•  quality management system 
implementation and sustainment
• assessment and audit tool design
healthcare solutions
•  strategic development and performance improvement
•  clinical quality solutions
•  employ technology to enhance the delivery of healthcare
organizational design & process
•  conduct process audits increasing
workflow optimization
• workflow planning and implementation
•  develop and align key performance
objectives
docqsystm
• document and record control solution
• electronic quality management system
• simple user interface, configurable, modern
and scalable technological architecture
capability statement
we are deeply committed to investing in the future! our visionary approach 
to solving tomorrow’s challenges positions us to be recognized leaders. 
we envision, create, and convey new ways for our clients and employees. 
through exceptional well trusted partnerships, we are problem solving 
across a diverse base of public-and private-sector clients.
core competencies 
company information
naics codes 
541611_(primary) administrative management 
and general management consulting services
518210_data processing, hosting, and related 
services
561110_office administrative services
541990_all other professional, scientific, and 
technical services
541499_all other business support services 
541512_computer systems design service
541618_other management consulting services
611430_professional and management 
development training
organizations assisted/ partnerships
bheadley@pacfcg.com
251.600.9367
6142 rising circle 
n las vegas, nevada 89031
primary contact:
bryant headley
(251) 600-9367
bheadley@pacfcg.com
www.pacificforcegroup.com
www.docqsys.com
service-disabled veteran-owned business
prime contractor:
u.s. fda contract # 75f40120c00193
member u.s. chamber of commerce
duns: 081214536
cage code: 83ms1 ",,
Orthman Castle Projects,339113 423490 446199 339114 339116 423450,New Hampshire,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,Yes,none,,"dale orthman 
ceo, orthman castle projects inc. 
(603) 372-6662 
47 croydon turnpike road, croydon nh 03773 
 dale@orthmancastleprojects.com 
www.orthmancastleprojects.com/fedsupplier 
 
 
 
 
 
duns: 117747749 
cage code: 8sn90 
naics codes (commonly supported): 339113 
423490, 446199, 339114, 339116,423450 
our customers trust us for their medical equipment & supply needs because we provide a wide-
range of products tailored to their unique requirements & our unparallelled technical expertise. 
we have a proven track record in delivering superior quality products to ensure every customer’s 
standards and deadlines are met. 
 
who we are: 
 
§ 
orthman castle projects has proudly served our customers 
with the latest medical technology.  
§ 
our priority is always to work directly with the original 
manufacturer of the products we supply or with the 
manufacturers’ official appointed distributor to cut out the 
middleman and ship in a timely manner to our customers.  
§ 
all our products come with warranty, sales support, and 
training where necessary for our customers peace of mind. 
§ 
we maintain an updated product portfolio to offer 
comprehensive products that comply with the healthcare 
regulatory agency. 
§ 
we are committed to provide all healthcare professionals 
with correct products to enable them to maintain a clean and 
safe environment for both patient and staff. 
§ 
our team takes time to consult with our customers and ensure 
that we understand their needs and efficiently assist 
physicians with the best possible solutions for their medical 
supply needs. 
§ 
we educate our clients on how to use the products they 
are purchasing to obtain their intended benefit. 
 
 
 
what we do:  
 
         we supply: 
 
                       personal protection equipment 
 
masks- n95, surgical, medical,  made in america 
 
gloves-  medical & non-medical 
 
    - white star 
 
- powder free 
 
-nitril examination gloves 
 
- 
***chemotherapy drug-rated*** 
 
-ambidextrous, beaded cuff with finger            
textured/palm smooth   
 
face shields- anti fog re usable 
 
isolation gowns- all levels of barrier protection 
 
hand sanitizers ",,
Polaron Analytics,541715 518210 541690 541713 541714 541519 541990 541330 541511 511210,Ohio,Yes,none,Yes,none,none,none,none,none,none,none,none,none,none,none,none,Yes,Yes,none,,"polaron analytics is a small business and provide services to government and non-government 
organizations in data analytics and computational modeling & simulation areas
rahul bhowmik
ceo and senior scientist
info@polaronanalytics.com
capabilities
past  and current performances
Ø
data analytics using python, machine 
learning algorithms, and r. 
Ø
data science and engineering 
Ø
research & development
Ø
data visualization
Ø
expert in identifying patterns, trends, 
outliers, and abnormalities in the data.
Ø
computational modeling and simulations
received a notification of award that our 
proposal with the space force is selected for 
negotiation. the project will start in the 
june/july 2022 time frame.  
we received three subcontracts from a prime 
contractor, ues inc. for the subcontracts, 
polaron analytics provides an on-site 
contractor to air force research laboratory. 
we used machine learning methods and 
multi-scale simulation techniques for the 
project work. 
the company received a doe sbir phase i in 
january 2019. we used machine learning 
approaches to identify novel materials for 
battery applications in the project.
the company also received another doe sbir 
phase i in 2021 in collaboration with a 
company where we provided advising 
services in the data analytics area.
uei
x3evw996v971
naics codes
541715, 518210, 541690, 541713, 541714
541519, 541990, 541330, 541511, 511210
cage
7z3n5
contact information
polaron technologies inc.
(dba: polaron analytics)
4031 col glenn highway, suite 450
beavercreek, oh 45431
Ø
scientific services
Ø
via strategic partners, we provide:
v program management
v cybersecurity and cyber defense operations
v training & training systems
v logistic supply chain
v a range of it consultancy services
v agile software development (devsecops) 
differentiators
expert in applying data analytics methods in 
additive manufacturing process.
experts in  various python packages, such as 
scikit-learn, pytorch, tensorflow, pandas, etc.
experts in data extraction from databases and 
data generation from real or 
theoretical/virtual models.
experts in molecular and multi-scale modeling 
software, such as lammps, namd, etc.
multiple client success.
several years of teaming experiences.
sba 8(a) certification, and thus access to the 
8(a) sole source and set-aside contracts.
access to highly qualified employees for 
successfully completion of contracts.",,
psapling,221114 541690 541320 541310,Montana,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,Yes,none,,"capability statement: 
psapling manufactures and professionally installs patent-pending multi-use solar structures that serve as shelter, shade, resting 
spots, & outdoor meeting places for the yard, premises, campus, parking lot, field, park, base, or other area while generating 
clean, zero-emissions solar energy to power and decarbonize adjacent buildings, homes, & facilities.  our weekly manufacturing 
capacity is presently 500 psapling units – annualized to clean power generation of 65,000 megawatt-hr and 
reduction/avoidance of greenhouse gases by 27,000 tons – and we can deliver and install units nationally and overseas.   
  differentiators: 
• 
introduced multi-use solar structures to the industry (patent-pending) 
•     multi-use solar structures provide the best overall financial value and return on investment 
•     psapling’s multi-use solar structures efficiently utilize scarce physical space, and add value to that space 
•     structures generate clean solar power and are aesthetically tasteful 
•     grid-tie or off-grid compatible, with minimal to no maintenance needed 
 
  naics subsectors:   
 
 
 
 
 
 
company snapshot: 
• 
221114 solar electric power generation 
 
 
 
•     gov. business poc:  john mues 
• 
541690 other scientific & technical consulting services 
 
•     tel: (406)-621-0508 
• 
541320 landscape architectural services             
 
 
•    email: team@psapling.com 
• 
541310 architectural services 
 
 
 
 
•     address: 539 clark ave., billings, mt  59101 
•     designated sdvosb 
  past performance: 
psapling, a startup formed in oct, 2021, has already formally presented in-depth multi-use solar solutions to the leadership of 
university of montana (seth bodnar, president, seth.bodnar@mso.umt.edu); city of kirkland (jay arnold, deputy mayor/city 
councilman, jarnold@kirklandwa.gov); city of billings (penny ronning, city councilwoman/congressional candidate, 
media@pennyronning.com); city of helena (eric feaver, city councilman, efeaver@mfpe.org); newman elementary school (joseph 
walsh, principal, walshjd@billingsschools.org); city of des moines (michael matthias, city manager, 
mmatthias@desmoineswa.gov); montana state university – northern (greg kegel, chancellor, chancellor@msun.edu); enell inc. 
(renelle braaten, ceo, renelle.braaten@enell.com).  we have had a range of highly positive outcomes, from sales commitments to 
scheduled follow-on presentations – in each case, strong interest.  we have 15 additional organizational requests to present 
psapling in q1 2022.  due to institutional/residential demand, psapling now has regional reps in the se, sw, and west coast.  in 
addition, psapling principals have a combined 35 years of world-class zero-emissions and low-carbon energy systems experience.           
  core competencies 
• 
clean power generation:  clean, zero-emissions, decarbonizing, and decentralized power systems 
• 
manufacturing:  psapling multi-use solar structures, and accessories like psapling pre-cast benches/tables/counters 
• 
system integration:  psapling multi-use solar structures integrate with solar panels, string inverters, micro-inverters, solar 
charge controllers, batteries, outdoor lighting, & outdoor electrical outlet/usb drops  
• 
consulting:  power and/or fuel-based energy consulting, particularly regarding decarbonization on or off-grid 
• 
installation:  specific to psapling units and accessories  
psapling.com 
plant a psaplingtm in your yard, campus, premises, base, park, city…    
duns:  118392451 / cage:  981l9 /  sam:  kdeat6lt7nt3     ",,
Rachel K Group,541613 611430 541910,Virginia,Yes,none,Yes,none,none,none,none,none,none,none,Yes,none,none,none,none,none,none,none,,"c a p a b i l i t i e s
rachel k group brings over 20 years of
private sector experience to help
maximize the potential of government
agencies through brand strategy, culture
clarity, and marketing communications.
rachel k
group
contact us:
rachel k. cross
 rachel@rachelkgroup.com
(619) 796-4465
rachelkgroup.com
liguori management: developed brand strategy, new brand
identities, and websites for nonprofit entities including
happiness adventure and hello fun; created marketing
strategies for email and social media.
brand
strategy
culture
clarity
marketing
nuvve holding corp.: consulted with newly public company
on culture to define values, purpose, and operating principles;
created onboarding processes, employee satisfaction
programs, and training programs for new hires.
qualcomm technologies inc.: developed new messaging
framework for all business units to use and wrote messaging
across various business units. reference available.
references available.
naics codes: 541613, 611430, 541910
duns: 057715320
cage code: 89pp2
8(a) certification, wosb
rachel k group
core competencies
brand strategy including education, workshops,
and alignment of four brand areas: culture,
product/service, experience, and expression.
culture renovation workshops, team mentoring
and development, onboarding processes, 
 employee engagement and retention programs
marketing communications audit, strategy
development, systems and processes, and
training for marketing teams
past performance",,
REDC,22111 335220,Washington,Yes,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,none,,"renewable energy design concepts llc. ~ cage code 6wws2~ 389 collins rd toledo, wa 98591 ~ kfetters@redcenergy.com ~ (360)219-8934 
capabilities statement 
redc invents and manufactures clean energy technologies that help 
solve some of the world’s most pressing issues today. our technologies 
serve the needs of those in developed and developing nations. we tackle 
difficult problems, such as; climate change, malnutrition, food security, 
irrigation, rural electrification and clean water. 
naics codes: 22111, 335220, subsector 335 
 
redc’s hydrokinetic prime mover: converts the hydrokinetic energy from flowing water into mechanical energy with 
little to if any impact on the environment. the mechanical energy is used to pump water uphill for energy storage and irrigation. 
water current is deflected by the fender into buckets and away from the returning collapsed buckets. the buckets pull a chain 
around sprockets, which turn a set of gears and a shaft. the shaft is connected to a centrifugal pump for uphill water pumping.  
rural communities that are located close to flowing rivers and mountains now have the ability to create reliable, carbon-free energy 
24 hours a day with our hydrokinetic pumped energy storage system. dams become more efficient by recouping waste energy for 
reuse. small-scale farmers in developing nations now have the ability to irrigate 24 hours a day, 365 days a year. 
redc’s solar food preservation facility: (sfpf) preserves nutritious foods long-term for small-scale farmers in 
developing nations without needing access to electricity. the sfpf comes equipped with a walk-in cooler for short-term storage of 
nutritious foods. the glass jar canning room helps farmers create new products for their businesses. the preserved, fresh food 
provides community members with low-cost, nutritious food year round. pregnant and nursing mothers can now provide their 
children with the proper micronutrients a growing body requires. ",,
